Text,Book,Chapter
There for a while I justly reigned,BOOK IV,Canto IX. Sugriva's Story.
"And all with equal care ordained,",BOOK IV,Canto IX. Sugriva's Story.
When joyous from the demon slain,BOOK IV,Canto IX. Sugriva's Story.
My brother Bali came again.,BOOK IV,Canto IX. Sugriva's Story.
"He found me ruling in his stead,",BOOK IV,Canto IX. Sugriva's Story.
"And, fired with rage, his eyes grew red.",BOOK IV,Canto IX. Sugriva's Story.
"He slew the lords who made me king,",BOOK IV,Canto IX. Sugriva's Story.
And spoke keen words to taunt and sting.,BOOK IV,Canto IX. Sugriva's Story.
The kingly rank and power I held,BOOK IV,Canto IX. Sugriva's Story.
"My brother's rage with ease had quelled,",BOOK IV,Canto IX. Sugriva's Story.
"But still, restrained by old respect",BOOK IV,Canto IX. Sugriva's Story.
"For claims of birth, the thought I checked.",BOOK IV,Canto IX. Sugriva's Story.
Thus having struck the demon down,BOOK IV,Canto IX. Sugriva's Story.
Came Bali to his royal town.,BOOK IV,Canto IX. Sugriva's Story.
"With meek respect, with humble speech,",BOOK IV,Canto IX. Sugriva's Story.
His haughty heart I strove to reach.,BOOK IV,Canto IX. Sugriva's Story.
"But all my arts were tried in vain,",BOOK IV,Canto IX. Sugriva's Story.
"No gentle word his lips would deign,",BOOK IV,Canto IX. Sugriva's Story.
Though to the ground I bent and set,BOOK IV,Canto IX. Sugriva's Story.
His feet upon my coronet:,BOOK IV,Canto IX. Sugriva's Story.
Still Bali in his rage and pride,BOOK IV,Canto IX. Sugriva's Story.
"All signs of grace and love denied.""",BOOK IV,Canto IX. Sugriva's Story.
"""I strove to soothe and lull to rest",BOOK IV,Canto X. Sugriva's Story.
The fury of his troubled breast:,BOOK IV,Canto X. Sugriva's Story.
"""Well art thou come, dear lord,"" I cried.",BOOK IV,Canto X. Sugriva's Story.
"""By whose strong arm thy foe has died.",BOOK IV,Canto X. Sugriva's Story.
"Forlorn I languished here, but now",BOOK IV,Canto X. Sugriva's Story.
My saviour and defence art thou.,BOOK IV,Canto X. Sugriva's Story.
Once more receive this regal shade(565),BOOK IV,Canto X. Sugriva's Story.
Like the full moon in heaven displayed;,BOOK IV,Canto X. Sugriva's Story.
"And let the chouries,(566) thus restored,",BOOK IV,Canto X. Sugriva's Story.
Wave glorious o'er the rightful lord.,BOOK IV,Canto X. Sugriva's Story.
"I kept my watch, thy word obeyed,",BOOK IV,Canto X. Sugriva's Story.
And by the cave a year I stayed.,BOOK IV,Canto X. Sugriva's Story.
But when I saw that stream of blood,BOOK IV,Canto X. Sugriva's Story.
"Rush from the cavern in a flood,",BOOK IV,Canto X. Sugriva's Story.
"My sad heart broken with dismay,",BOOK IV,Canto X. Sugriva's Story.
"And every wandering sense astray,",BOOK IV,Canto X. Sugriva's Story.
"I barred the entrance with a stone,--",BOOK IV,Canto X. Sugriva's Story.
A crag from some high mountain thrown--,BOOK IV,Canto X. Sugriva's Story.
"Turned from the spot I watched in vain,",BOOK IV,Canto X. Sugriva's Story.
And to Kishkindha came again.,BOOK IV,Canto X. Sugriva's Story.
My deep distress and downcast mien,BOOK IV,Canto X. Sugriva's Story.
By citizen and lord were seen.,BOOK IV,Canto X. Sugriva's Story.
They made me king against my will:,BOOK IV,Canto X. Sugriva's Story.
Forgive me if the deed was ill.,BOOK IV,Canto X. Sugriva's Story.
True as I ever was I see,BOOK IV,Canto X. Sugriva's Story.
My honoured king once more in thee;,BOOK IV,Canto X. Sugriva's Story.
I only ruled a while the state,BOOK IV,Canto X. Sugriva's Story.
When thou hadst left us desolate.,BOOK IV,Canto X. Sugriva's Story.
"This town with people, lords, and lands,",BOOK IV,Canto X. Sugriva's Story.
Lay as a trust in guardian hands:,BOOK IV,Canto X. Sugriva's Story.
"And now, my gracious lord, accept",BOOK IV,Canto X. Sugriva's Story.
The kingdom which thy servant kept.,BOOK IV,Canto X. Sugriva's Story.
"Forgive me, victor of the foe,",BOOK IV,Canto X. Sugriva's Story.
Nor let thy wrath against me glow.,BOOK IV,Canto X. Sugriva's Story.
"See joining suppliant hands I pray,",BOOK IV,Canto X. Sugriva's Story.
And at thy feet my head I lay.,BOOK IV,Canto X. Sugriva's Story.
Believe my words: against my will,BOOK IV,Canto X. Sugriva's Story.
The royal seat they made me fill.,BOOK IV,Canto X. Sugriva's Story.
"Unkinged they saw the city, hence",BOOK IV,Canto X. Sugriva's Story.
"They made me lord for her defence.""",BOOK IV,Canto X. Sugriva's Story.
"But Bali, though I humbly sued,",BOOK IV,Canto X. Sugriva's Story.
Reviled me in his furious mood:,BOOK IV,Canto X. Sugriva's Story.
"""Out on thee, wretch!"" in wrath he cried",BOOK IV,Canto X. Sugriva's Story.
With many a bitter taunt beside.,BOOK IV,Canto X. Sugriva's Story.
"He summoned every lord, and all",BOOK IV,Canto X. Sugriva's Story.
His subjects gathered at his call.,BOOK IV,Canto X. Sugriva's Story.
"Then forth his burning anger broke,",BOOK IV,Canto X. Sugriva's Story.
And thus amid his friends he spoke:,BOOK IV,Canto X. Sugriva's Story.
"""I need not tell, for well ye know,",BOOK IV,Canto X. Sugriva's Story.
"How fierce Mayavi, fiend and foe,",BOOK IV,Canto X. Sugriva's Story.
"Came to Kishkindha's gate by night,",BOOK IV,Canto X. Sugriva's Story.
And dared me in his wrath to fight.,BOOK IV,Canto X. Sugriva's Story.
I heard each word the demon said:,BOOK IV,Canto X. Sugriva's Story.
Forth from my royal hall I sped;,BOOK IV,Canto X. Sugriva's Story.
"And, foe in brother's guise concealed,",BOOK IV,Canto X. Sugriva's Story.
Sugriva followed to the field.,BOOK IV,Canto X. Sugriva's Story.
The mighty demon through the shade,BOOK IV,Canto X. Sugriva's Story.
Beheld me come with one to aid:,BOOK IV,Canto X. Sugriva's Story.
"Then shrinking from unequal fight,",BOOK IV,Canto X. Sugriva's Story.
He turned his back in swiftest flight.,BOOK IV,Canto X. Sugriva's Story.
From vengeful foes his life to save,BOOK IV,Canto X. Sugriva's Story.
He sought the refuge of a cave.,BOOK IV,Canto X. Sugriva's Story.
Then when I saw the fiend had fled,BOOK IV,Canto X. Sugriva's Story.
"Within that cavern dark and dread,",BOOK IV,Canto X. Sugriva's Story.
"Thus to my brother cruel-eyed,",BOOK IV,Canto X. Sugriva's Story.
"Impatient in my wrath, I cried:",BOOK IV,Canto X. Sugriva's Story.
"""I seek no more my royal town",BOOK IV,Canto X. Sugriva's Story.
Till I have struck the demon down.,BOOK IV,Canto X. Sugriva's Story.
Here by the cavern's mouth remain,BOOK IV,Canto X. Sugriva's Story.
"Until my hand the foe have slain.""",BOOK IV,Canto X. Sugriva's Story.
"Upon his faith my heart relied,",BOOK IV,Canto X. Sugriva's Story.
And swift within the depths I hied.,BOOK IV,Canto X. Sugriva's Story.
A year went by: in every spot,BOOK IV,Canto X. Sugriva's Story.
"I sought the fiend, but found him not.",BOOK IV,Canto X. Sugriva's Story.
"At length my foe I saw and slew,",BOOK IV,Canto X. Sugriva's Story.
Whom long I feared when lost to view;,BOOK IV,Canto X. Sugriva's Story.
And all his kinsmen by his side,BOOK IV,Canto X. Sugriva's Story.
Beneath my vengeful fury died.,BOOK IV,Canto X. Sugriva's Story.
"The monster, as he reeled and fell,",BOOK IV,Canto X. Sugriva's Story.
Poured forth his blood with roar and yell;,BOOK IV,Canto X. Sugriva's Story.
"And, filling all the cavern, dyed",BOOK IV,Canto X. Sugriva's Story.
The portal with the crimson tide.,BOOK IV,Canto X. Sugriva's Story.
Upon my foeman slain at last,BOOK IV,Canto X. Sugriva's Story.
"One look, one pitying look, I cast.",BOOK IV,Canto X. Sugriva's Story.
I sought again the light of day:,BOOK IV,Canto X. Sugriva's Story.
The cave was closed and left no way.,BOOK IV,Canto X. Sugriva's Story.
"To the barred mouth I sadly came,",BOOK IV,Canto X. Sugriva's Story.
And called aloud Sugriva's name.,BOOK IV,Canto X. Sugriva's Story.
"But all was still: no voice replied,",BOOK IV,Canto X. Sugriva's Story.
And hope within my bosom died.,BOOK IV,Canto X. Sugriva's Story.
"With furious efforts, vain at first,",BOOK IV,Canto X. Sugriva's Story.
Through bars of rock my way I burst.,BOOK IV,Canto X. Sugriva's Story.
"Then, free once more, the path that brought",BOOK IV,Canto X. Sugriva's Story.
My feet in safety home I sought.,BOOK IV,Canto X. Sugriva's Story.
'Twas thus Sugriva dared despise,BOOK IV,Canto X. Sugriva's Story.
The claim of brothers' friendly ties.,BOOK IV,Canto X. Sugriva's Story.
"With crags of rock he barred me in,",BOOK IV,Canto X. Sugriva's Story.
"And for himself the realm would win.""",BOOK IV,Canto X. Sugriva's Story.
Thus Bali spoke in words severe;,BOOK IV,Canto X. Sugriva's Story.
"And then, unmoved by ruth or fear,",BOOK IV,Canto X. Sugriva's Story.
Left me a single robe and sent,BOOK IV,Canto X. Sugriva's Story.
His brother forth in banishment.,BOOK IV,Canto X. Sugriva's Story.
"He cast me out with scathe and scorn,",BOOK IV,Canto X. Sugriva's Story.
And from my side my wife was torn.,BOOK IV,Canto X. Sugriva's Story.
Now in great fear and ill at ease,BOOK IV,Canto X. Sugriva's Story.
"I roam this land with woods and seas,",BOOK IV,Canto X. Sugriva's Story.
"Or dwell on Rishyamuka's hill,",BOOK IV,Canto X. Sugriva's Story.
And sorrow for my consort still.,BOOK IV,Canto X. Sugriva's Story.
Thou hast the tale how first arose,BOOK IV,Canto X. Sugriva's Story.
This bitter hate of brother foes.,BOOK IV,Canto X. Sugriva's Story.
"Such are the griefs neath which I pine,",BOOK IV,Canto X. Sugriva's Story.
And all without a fault of mine.,BOOK IV,Canto X. Sugriva's Story.
"O swift to save in hour of fear,",BOOK IV,Canto X. Sugriva's Story.
"My prayer who dread this Bali, hear",BOOK IV,Canto X. Sugriva's Story.
"With gracious love assistance deign,",BOOK IV,Canto X. Sugriva's Story.
"And mine oppressor's arm restrain.""",BOOK IV,Canto X. Sugriva's Story.
"Then Raghu's son, the good and brave,",BOOK IV,Canto X. Sugriva's Story.
With a gay laugh his answer gave:,BOOK IV,Canto X. Sugriva's Story.
"""These shafts of mine which ne'er can fail,",BOOK IV,Canto X. Sugriva's Story.
"Before whose sheen the sun grows pale,",BOOK IV,Canto X. Sugriva's Story.
"Winged by my fury, fleet and fierce,",BOOK IV,Canto X. Sugriva's Story.
The wicked Bali's heart shall pierce.,BOOK IV,Canto X. Sugriva's Story.
"Yea, mark the words I speak, so long",BOOK IV,Canto X. Sugriva's Story.
"Shall live that wretch who joys in wrong,",BOOK IV,Canto X. Sugriva's Story.
Until these angered eyes have seen,BOOK IV,Canto X. Sugriva's Story.
The robber of thy darling queen.,BOOK IV,Canto X. Sugriva's Story.
"I, taught by equal suffering, know",BOOK IV,Canto X. Sugriva's Story.
What waves of grief above thee flow.,BOOK IV,Canto X. Sugriva's Story.
"This hand thy captive wife shall free,",BOOK IV,Canto X. Sugriva's Story.
"And give thy kingdom back to thee.""",BOOK IV,Canto X. Sugriva's Story.
"Sugriva joyed as Rama spoke,",BOOK IV,Canto X. Sugriva's Story.
And valour in his breast awoke.,BOOK IV,Canto X. Sugriva's Story.
"His eye grew bright, his heart grew bold,",BOOK IV,Canto X. Sugriva's Story.
And thus his wondrous tale he told:,BOOK IV,Canto X. Sugriva's Story.
"""I doubt not, Prince, thy peerless might,",BOOK IV,Canto XI. Dundubhi.
"Armed with these shafts so keen and bright,",BOOK IV,Canto XI. Dundubhi.
"Like all-destroying fires of fate,",BOOK IV,Canto XI. Dundubhi.
The worlds could burn and devastate.,BOOK IV,Canto XI. Dundubhi.
But lend thou first thy mind and ear,BOOK IV,Canto XI. Dundubhi.
Of Bali's power and might to hear.,BOOK IV,Canto XI. Dundubhi.
"How bold, how firm, in battle tried,",BOOK IV,Canto XI. Dundubhi.
Is Bali's heart; and then decide.,BOOK IV,Canto XI. Dundubhi.
"From east to west, from south to north",BOOK IV,Canto XI. Dundubhi.
"On restless errand hurrying forth,",BOOK IV,Canto XI. Dundubhi.
From farthest sea to sea he flies,BOOK IV,Canto XI. Dundubhi.
Before the sun has lit the skies.,BOOK IV,Canto XI. Dundubhi.
"A mountain top he oft will seek,",BOOK IV,Canto XI. Dundubhi.
"Tear from its root a towering peak,",BOOK IV,Canto XI. Dundubhi.
"Hurl it aloft, as 'twere a ball,",BOOK IV,Canto XI. Dundubhi.
And catch it ere to earth it fall.,BOOK IV,Canto XI. Dundubhi.
And many a tree that long has stood,BOOK IV,Canto XI. Dundubhi.
"In health and vigour in the wood,",BOOK IV,Canto XI. Dundubhi.
"His single arm to earth will throw,",BOOK IV,Canto XI. Dundubhi.
The marvels of his might to show.,BOOK IV,Canto XI. Dundubhi.
"Shaped like a bull, a monster bore",BOOK IV,Canto XI. Dundubhi.
The name of Dundubhi of yore:,BOOK IV,Canto XI. Dundubhi.
"He matched in size a mountain height,",BOOK IV,Canto XI. Dundubhi.
A thousand elephants in might.,BOOK IV,Canto XI. Dundubhi.
"By pride of wondrous gifts impelled,",BOOK IV,Canto XI. Dundubhi.
"And strength he deemed unparalleled,",BOOK IV,Canto XI. Dundubhi.
"To Ocean, lord of stream and brook,",BOOK IV,Canto XI. Dundubhi.
"Athirst for war, his way he took.",BOOK IV,Canto XI. Dundubhi.
He reached the king of rolling waves,BOOK IV,Canto XI. Dundubhi.
"Whose gems are piled in sunless caves,",BOOK IV,Canto XI. Dundubhi.
And threw his challenge to the sea;,BOOK IV,Canto XI. Dundubhi.
"""Come forth, O King, and fight with me.""",BOOK IV,Canto XI. Dundubhi.
"He spoke, and from his ocean bed",BOOK IV,Canto XI. Dundubhi.
"The righteous(567) monarch heaved his head,",BOOK IV,Canto XI. Dundubhi.
"And gave, sedate, his calm reply",BOOK IV,Canto XI. Dundubhi.
To him whom fate impelled to die:,BOOK IV,Canto XI. Dundubhi.
"""Not mine, not mine the power,"" he cried,",BOOK IV,Canto XI. Dundubhi.
"""To cope with thee in battle tried;",BOOK IV,Canto XI. Dundubhi.
"But listen to my voice, and seek",BOOK IV,Canto XI. Dundubhi.
The worthier foe of whom I speak.,BOOK IV,Canto XI. Dundubhi.
"The Lord of Hills, where hermits live",BOOK IV,Canto XI. Dundubhi.
"And love the home his forests give,",BOOK IV,Canto XI. Dundubhi.
"Whose child is Sankar's darling queen,(568)",BOOK IV,Canto XI. Dundubhi.
The King of Snows is he I mean.,BOOK IV,Canto XI. Dundubhi.
"Deep caves has he, and dark boughs shade",BOOK IV,Canto XI. Dundubhi.
The torrent and the wild cascade.,BOOK IV,Canto XI. Dundubhi.
From him expect the fierce delight,BOOK IV,Canto XI. Dundubhi.
"Which heroes feel in equal fight.""",BOOK IV,Canto XI. Dundubhi.
"He deemed that fear checked ocean's king,",BOOK IV,Canto XI. Dundubhi.
"And, like an arrow from the string,",BOOK IV,Canto XI. Dundubhi.
To the wild woods that clothe the side,BOOK IV,Canto XI. Dundubhi.
Of Lord Himalaya's hills he hied.,BOOK IV,Canto XI. Dundubhi.
"Then Dundubhi, with hideous roar,",BOOK IV,Canto XI. Dundubhi.
Huge fragments from the summit tore,BOOK IV,Canto XI. Dundubhi.
"Vast as Airavat,(569) white with snow,",BOOK IV,Canto XI. Dundubhi.
And hurled them to the plains below.,BOOK IV,Canto XI. Dundubhi.
"Then like a white cloud soft, serene,",BOOK IV,Canto XI. Dundubhi.
The Lord of Mountains' form was seen.,BOOK IV,Canto XI. Dundubhi.
"It sat upon a lofty crest,",BOOK IV,Canto XI. Dundubhi.
And thus the furious fiend addressed:,BOOK IV,Canto XI. Dundubhi.
"""Beseems thee not, O virtue's friend,",BOOK IV,Canto XI. Dundubhi.
My mountain tops to rive and rend;,BOOK IV,Canto XI. Dundubhi.
"For I, the hermit's calm retreat,",BOOK IV,Canto XI. Dundubhi.
"For deeds of war am all unmeet.""",BOOK IV,Canto XI. Dundubhi.
"The demon's eye with rage grew red,",BOOK IV,Canto XI. Dundubhi.
And thus in furious tone he said:,BOOK IV,Canto XI. Dundubhi.
"""If thou from fear or sloth decline",BOOK IV,Canto XI. Dundubhi.
"To match thy strength in war with mine,",BOOK IV,Canto XI. Dundubhi.
"Where shall I find a champion, say,",BOOK IV,Canto XI. Dundubhi.
"To meet me burning for the fray?""",BOOK IV,Canto XI. Dundubhi.
"He spoke: Himalaya, skilled in lore",BOOK IV,Canto XI. Dundubhi.
"Of eloquence, replied once more,",BOOK IV,Canto XI. Dundubhi.
"And, angered in his righteous mind,",BOOK IV,Canto XI. Dundubhi.
Addressed the chief of demon kind:,BOOK IV,Canto XI. Dundubhi.
"""The Vanar Bali, brave and wise,",BOOK IV,Canto XI. Dundubhi.
"Son of the God who rules the skies,(570)",BOOK IV,Canto XI. Dundubhi.
"Sways, glorious in his high renown,",BOOK IV,Canto XI. Dundubhi.
Kishkindha his imperial town.,BOOK IV,Canto XI. Dundubhi.
Well may that valiant lord who knows,BOOK IV,Canto XI. Dundubhi.
Each art of war his might oppose,BOOK IV,Canto XI. Dundubhi.
"To thine, in equal battle set,",BOOK IV,Canto XI. Dundubhi.
As Namuehi(571) and Indra met.,BOOK IV,Canto XI. Dundubhi.
"Go, if thy soul desire the fray;",BOOK IV,Canto XI. Dundubhi.
"To Bali's city speed away,",BOOK IV,Canto XI. Dundubhi.
And that unconquered hero meet,BOOK IV,Canto XI. Dundubhi.
"Whose fame is high for warlike feat.""",BOOK IV,Canto XI. Dundubhi.
"He listened to the Lord of Snow,",BOOK IV,Canto XI. Dundubhi.
"And, his proud heart with rage aglow,",BOOK IV,Canto XI. Dundubhi.
Sped swift away and lighted down,BOOK IV,Canto XI. Dundubhi.
"By vast Kishkindha, Bali's town.",BOOK IV,Canto XI. Dundubhi.
With pointed horns to strike and gore,BOOK IV,Canto XI. Dundubhi.
"The semblance of a bull he bore,",BOOK IV,Canto XI. Dundubhi.
Huge as a cloud that downward bends,BOOK IV,Canto XI. Dundubhi.
Ere the full flood of rain descends.,BOOK IV,Canto XI. Dundubhi.
"Impelled by pride and rage and hate,",BOOK IV,Canto XI. Dundubhi.
He thundered at Kishkindha's gate;,BOOK IV,Canto XI. Dundubhi.
"And with his bellowing, like the sound",BOOK IV,Canto XI. Dundubhi.
"Of pealing drums, he shook the ground,",BOOK IV,Canto XI. Dundubhi.
He rent the earth and prostrate threw,BOOK IV,Canto XI. Dundubhi.
The trees that near the portal grew.,BOOK IV,Canto XI. Dundubhi.
King Bali from the bowers within,BOOK IV,Canto XI. Dundubhi.
Indignant heard the roar and din.,BOOK IV,Canto XI. Dundubhi.
"Then, moonlike mid the stars, with all",BOOK IV,Canto XI. Dundubhi.
His dames he hurried to the wall;,BOOK IV,Canto XI. Dundubhi.
"And to the fiend this speech, expressed",BOOK IV,Canto XI. Dundubhi.
"In clear and measured words, addressed:",BOOK IV,Canto XI. Dundubhi.
"""Know me for monarch. Bali styled,",BOOK IV,Canto XI. Dundubhi.
Of Vanar tribes that roam the wild.,BOOK IV,Canto XI. Dundubhi.
"Say why dost thou this gate molest,",BOOK IV,Canto XI. Dundubhi.
And bellowing thus disturb our rest?,BOOK IV,Canto XI. Dundubhi.
"I know thee, mighty fiend: beware",BOOK IV,Canto XI. Dundubhi.
"And guard thy life with wiser care.""",BOOK IV,Canto XI. Dundubhi.
"He spoke: and thus the fiend returned,",BOOK IV,Canto XI. Dundubhi.
While red with rage his eyeballs burned:,BOOK IV,Canto XI. Dundubhi.
"""What! speak when all thy dames are nigh",BOOK IV,Canto XI. Dundubhi.
And hero-like thy foe defy?,BOOK IV,Canto XI. Dundubhi.
"Come, meet me in the fight this day,",BOOK IV,Canto XI. Dundubhi.
And learn my strength by bold assay.,BOOK IV,Canto XI. Dundubhi.
"Or shall I spare thee, and relent",BOOK IV,Canto XI. Dundubhi.
Until the coming night be spent?,BOOK IV,Canto XI. Dundubhi.
Take then the respite of a night,BOOK IV,Canto XI. Dundubhi.
And yield thee to each soft delight.,BOOK IV,Canto XI. Dundubhi.
"Then, monarch of the Vanar race",BOOK IV,Canto XI. Dundubhi.
With loving arms thy friends embrace.,BOOK IV,Canto XI. Dundubhi.
"Gifts on thy faithful lords bestow,",BOOK IV,Canto XI. Dundubhi.
"Bid each and all farewell, and go.",BOOK IV,Canto XI. Dundubhi.
"Show in the streets once more thy face,",BOOK IV,Canto XI. Dundubhi.
Install thy son to fill thy place.,BOOK IV,Canto XI. Dundubhi.
Dally a while with each dear dame;,BOOK IV,Canto XI. Dundubhi.
And then my strength thy pride shall tame,BOOK IV,Canto XI. Dundubhi.
"For, should I smite thee drunk with wine",BOOK IV,Canto XI. Dundubhi.
"Enamoured of those dames of thine,",BOOK IV,Canto XI. Dundubhi.
"Beneath diseases bowed and bent,",BOOK IV,Canto XI. Dundubhi.
"Or weak, unarmed, or negligent,",BOOK IV,Canto XI. Dundubhi.
My deed would merit hate and scorn,BOOK IV,Canto XI. Dundubhi.
"As his who slays the child unborn.""",BOOK IV,Canto XI. Dundubhi.
"Then Bali's soul with rage was fired,",BOOK IV,Canto XI. Dundubhi.
Queen Tara and the dames retired;,BOOK IV,Canto XI. Dundubhi.
"And slowly, with a laugh of pride,",BOOK IV,Canto XI. Dundubhi.
The king of Vanars thus replied:,BOOK IV,Canto XI. Dundubhi.
"""Me, fiend, thou deemest drunk with wine:",BOOK IV,Canto XI. Dundubhi.
"Unless thy fear the fight decline,",BOOK IV,Canto XI. Dundubhi.
"Come, meet me in the fray, and test",BOOK IV,Canto XI. Dundubhi.
"The spirit of my valiant breast.""",BOOK IV,Canto XI. Dundubhi.
He spoke in wrath and high disdain;,BOOK IV,Canto XI. Dundubhi.
"And, laying down his golden chain,",BOOK IV,Canto XI. Dundubhi.
"Gift of his sire Mahendra, dared",BOOK IV,Canto XI. Dundubhi.
"The demon, for the fray prepared;",BOOK IV,Canto XI. Dundubhi.
"Seized by the horns the monster, vast",BOOK IV,Canto XI. Dundubhi.
"As a huge hill, and held him fast,",BOOK IV,Canto XI. Dundubhi.
"Then fiercely dragged him round and round,",BOOK IV,Canto XI. Dundubhi.
"And, shouting, hurled him to the ground.",BOOK IV,Canto XI. Dundubhi.
"Blood streaming from his ears, he rose,",BOOK IV,Canto XI. Dundubhi.
And wild with fury strove the foes.,BOOK IV,Canto XI. Dundubhi.
"Then Bali, match for Indra's might,",BOOK IV,Canto XI. Dundubhi.
With every arm renewed the fight.,BOOK IV,Canto XI. Dundubhi.
"He fought with fists, and feet, and knees,",BOOK IV,Canto XI. Dundubhi.
"With fragments of the rock, and trees.",BOOK IV,Canto XI. Dundubhi.
"At last the monster's strength, assailed",BOOK IV,Canto XI. Dundubhi.
"By Sakra's(572) conquering offspring, failed.",BOOK IV,Canto XI. Dundubhi.
Him Bali raised with mighty strain,BOOK IV,Canto XI. Dundubhi.
And dashed upon the ground again;,BOOK IV,Canto XI. Dundubhi.
"Where, bruised and shattered, in a tide",BOOK IV,Canto XI. Dundubhi.
"Of rushing blood, the demon died.",BOOK IV,Canto XI. Dundubhi.
"King Bali saw the lifeless corse,",BOOK IV,Canto XI. Dundubhi.
"And bending, with tremendous force",BOOK IV,Canto XI. Dundubhi.
"Raised the huge bulk from where it lay,",BOOK IV,Canto XI. Dundubhi.
And hurled it full a league away.,BOOK IV,Canto XI. Dundubhi.
"As through the air the body flew,",BOOK IV,Canto XI. Dundubhi.
"Some blood-drops, caught by gales that blew,",BOOK IV,Canto XI. Dundubhi.
Welled from his shattered jaw and fell,BOOK IV,Canto XI. Dundubhi.
By Saint Matanga's hermit cell:,BOOK IV,Canto XI. Dundubhi.
"Matanga saw, illustrious sage,",BOOK IV,Canto XI. Dundubhi.
"Those drops defile his hermitage,",BOOK IV,Canto XI. Dundubhi.
"And, as he marvelled whence they came,",BOOK IV,Canto XI. Dundubhi.
Fierce anger filled his soul with flame:,BOOK IV,Canto XI. Dundubhi.
"""Who is the villain, evil-souled,",BOOK IV,Canto XI. Dundubhi.
"With childish thoughts unwise and bold,",BOOK IV,Canto XI. Dundubhi.
"Who is the impious wretch,"" he cried,",BOOK IV,Canto XI. Dundubhi.
"""By whom my grove with blood is dyed?""",BOOK IV,Canto XI. Dundubhi.
"Thus spoke Matanga in his rage,",BOOK IV,Canto XI. Dundubhi.
"And hastened from the hermitage,",BOOK IV,Canto XI. Dundubhi.
"When lo, before his wondering eyes",BOOK IV,Canto XI. Dundubhi.
Lay the dead bull of mountain size.,BOOK IV,Canto XI. Dundubhi.
His hermit soul was nothing slow,BOOK IV,Canto XI. Dundubhi.
"The doer of the deed to know,",BOOK IV,Canto XI. Dundubhi.
And thus the Vanar in a burst,BOOK IV,Canto XI. Dundubhi.
Of wild tempestuous wrath he cursed:,BOOK IV,Canto XI. Dundubhi.
"""Ne'er let that Vanar wander here,",BOOK IV,Canto XI. Dundubhi.
"For, if he come, his death is near,",BOOK IV,Canto XI. Dundubhi.
Whose impious hand with blood has dyed,BOOK IV,Canto XI. Dundubhi.
"The holy place where I abide,",BOOK IV,Canto XI. Dundubhi.
Who threw this demon corse and made,BOOK IV,Canto XI. Dundubhi.
A ruin of the pleasant shade.,BOOK IV,Canto XI. Dundubhi.
If e'er he plant his wicked feet,BOOK IV,Canto XI. Dundubhi.
Within one league of my retreat;,BOOK IV,Canto XI. Dundubhi.
"Yea, if the villain come so nigh",BOOK IV,Canto XI. Dundubhi.
That very hour he needs must die.,BOOK IV,Canto XI. Dundubhi.
And let the Vanar lords who dwell,BOOK IV,Canto XI. Dundubhi.
In the dark woods that skirt my cell,BOOK IV,Canto XI. Dundubhi.
"Obey my words, and speeding hence",BOOK IV,Canto XI. Dundubhi.
Find them some meeter residence.,BOOK IV,Canto XI. Dundubhi.
"Here if they dare to stay, on all",BOOK IV,Canto XI. Dundubhi.
The terrors of my curse shall fall.,BOOK IV,Canto XI. Dundubhi.
"They spoil the tender saplings, dear",BOOK IV,Canto XI. Dundubhi.
"As children which I cherish here,",BOOK IV,Canto XI. Dundubhi.
"Mar root and branch and leaf and spray,",BOOK IV,Canto XI. Dundubhi.
And steal the ripening fruit away.,BOOK IV,Canto XI. Dundubhi.
"One day I grant, no further hour,",BOOK IV,Canto XI. Dundubhi.
"To-morrow shall my curse have power,",BOOK IV,Canto XI. Dundubhi.
And then each Vanar I may see,BOOK IV,Canto XI. Dundubhi.
"A stone through countless years shall be.""",BOOK IV,Canto XI. Dundubhi.
The Vanars heard the curse and hied,BOOK IV,Canto XI. Dundubhi.
From sheltering wood and mountain side.,BOOK IV,Canto XI. Dundubhi.
"King Bali marked their haste and dread,",BOOK IV,Canto XI. Dundubhi.
And to the flying leaders said:,BOOK IV,Canto XI. Dundubhi.
"""Speak, Vanar chiefs, and tell me why",BOOK IV,Canto XI. Dundubhi.
From Saint Matanga's grove ye fly,BOOK IV,Canto XI. Dundubhi.
To gather round me: is it well,BOOK IV,Canto XI. Dundubhi.
"With all who in those woodlands dwell?""",BOOK IV,Canto XI. Dundubhi.
He spoke: the Vanar leaders told,BOOK IV,Canto XI. Dundubhi.
King Bali with his chain of gold,BOOK IV,Canto XI. Dundubhi.
"What curse the saint had on them laid,",BOOK IV,Canto XI. Dundubhi.
Which drove them from their ancient shade.,BOOK IV,Canto XI. Dundubhi.
"Then royal Bali sought the sage,",BOOK IV,Canto XI. Dundubhi.
With reverent hands to soothe his rage.,BOOK IV,Canto XI. Dundubhi.
"The holy man his suppliant spurned,",BOOK IV,Canto XI. Dundubhi.
And to his cell in anger turned.,BOOK IV,Canto XI. Dundubhi.
"That curse on Bali sorely pressed,",BOOK IV,Canto XI. Dundubhi.
And long his conscious soul distressed.,BOOK IV,Canto XI. Dundubhi.
Him still the curse and terror keep,BOOK IV,Canto XI. Dundubhi.
Afar from Rishyamuka's steep.,BOOK IV,Canto XI. Dundubhi.
"He dares not to the grove draw nigh,",BOOK IV,Canto XI. Dundubhi.
Nay scarce will hither turn his eye.,BOOK IV,Canto XI. Dundubhi.
